date,enter_station,leave_station,sum_counts,rank
2020-08,士林,台北車站,78848,30
2020-08,台北車站,圓山,78378,31
2020-08,頂溪,台北車站,77932,32
2020-08,南港展覽館,市政府,77414,33
2020-08,圓山,台北車站,77234,34
2020-08,BL板橋,新埔,77229,35
2020-08,西門,市政府,76838,36
2020-08,市政府,西門,76204,37
2020-08,市政府,南港,74809,38
2020-08,市政府,忠孝復興,74568,39
2020-08,忠孝復興,市政府,73696,40
2020-08,台北車站,雙連,71808,41
2020-08,台北車站,古亭,71795,42
2020-08,南港,市政府,71199,43
2020-08,古亭,台北車站,71160,44
2020-08,台北車站,新埔,70973,45
2020-08,市政府,南港展覽館,68480,46
2020-08,台北車站,芝山,67309,47
2020-08,台北車站,信義安和,67213,48
2020-08,台北車站,BL板橋,67194,49
2020-08,雙連,台北車站,66712,50
2020-09,台北車站,市政府,164698,1
2020-09,市政府,台北車站,164015,2
2020-09,西門,台北車站,145221,3
2020-09,台北車站,西門,143328,4
2020-09,台北車站,台北101/世貿,109856,5
2020-09,台北101/世貿,台北車站,108929,6
2020-09,淡水,台北車站,107889,7
2020-09,忠孝復興,台北車站,105028,8
2020-09,台北車站,忠孝復興,104920,9
2020-09,台北車站,淡水,96315,10
2020-09,公館,台北車站,93801,11
2020-09,台北車站,石牌,92513,12
2020-09,劍潭,台北車站,92125,13
2020-09,石牌,台北車站,90042,14
2020-09,台北車站,忠孝敦化,90003,15
2020-09,中正紀念堂,台北車站,89621,16
2020-09,忠孝新生,台北車站,88783,17
2020-09,忠孝敦化,台北車站,86920,18
2020-09,台北車站,公館,86403,19
2020-09,台北車站,忠孝新生,84386,20
2020-09,市政府,忠孝敦化,82258,21
2020-09,新埔,BL板橋,81986,22
2020-09,台北車站,劍潭,81570,23
2020-09,台北車站,中正紀念堂,81512,24
2020-09,忠孝敦化,市政府,79370,25
2020-09,台北車站,中山,78232,26
2020-09,士林,台北車站,77070,27
2020-09,台北車站,頂溪,76386,28
2020-09,中山,台北車站,74940,29
2020-09,南港展覽館,市政府,74504,30
2020-09,市政府,南港,73843,31
2020-09,台北車站,士林,72640,32
2020-09,BL板橋,新埔,72081,33
2020-09,市政府,忠孝復興,71541,34
2020-09,西門,市政府,70869,35
2020-09,頂溪,台北車站,69918,36
2020-09,南港,市政府,69856,37
2020-09,忠孝復興,市政府,69704,38
2020-09,市政府,西門,69588,39
2020-09,台北車站,新埔,68901,40
2020-09,古亭,台北車站,68026,41
2020-09,台北車站,古亭,66958,42
2020-09,市政府,南港展覽館,66843,43
2020-09,台北車站,雙連,64743,44
2020-09,台北車站,圓山,64094,45
2020-09,善導寺,台北車站,63833,46
2020-09,台北車站,芝山,63598,47
2020-09,圓山,台北車站,63349,48
2020-09,台北車站,信義安和,63323,49
2020-09,大安,台北車站,63322,50
2020-10,台北車站,市政府,179381,1
2020-10,市政府,台北車站,171054,2
2020-10,西門,台北車站,157786,3
2020-10,台北車站,西門,156615,4
2020-10,淡水,台北車站,127702,5
2020-10,台北車站,淡水,115376,6
2020-10,台北車站,忠孝復興,108200,7
2020-10,忠孝復興,台北車站,106764,8
2020-10,台北101/世貿,台北車站,104518,9
2020-10,台北車站,台北101/世貿,103907,10
2020-10,劍潭,台北車站,100524,11
2020-10,台北車站,石牌,96345,12
2020-10,公館,台北車站,93331,13
2020-10,台北車站,公館,91795,14
2020-10,忠孝新生,台北車站,91659,15
2020-10,石牌,台北車站,91502,16
2020-10,台北車站,忠孝敦化,91109,17
2020-10,台北車站,劍潭,90400,18
2020-10,台北車站,忠孝新生,90335,19
2020-10,中正紀念堂,台北車站,89029,20
2020-10,新埔,BL板橋,86989,21
2020-10,市政府,忠孝敦化,86788,22
2020-10,忠孝敦化,台北車站,86387,23
2020-10,忠孝敦化,市政府,85762,24
2020-10,台北車站,中山,85436,25
2020-10,台北車站,中正紀念堂,84189,26
2020-10,台北車站,頂溪,83343,27
2020-10,市政府,南港,82238,28
2020-10,西門,市政府,81725,29
2020-10,士林,台北車站,81668,30
2020-10,市政府,西門,81336,31
2020-10,南港展覽館,市政府,80333,32
2020-10,中山,台北車站,80119,33
2020-10,台北車站,士林,79040,34
2020-10,BL板橋,新埔,78338,35
2020-10,南港,市政府,77741,36
2020-10,市政府,忠孝復興,77320,37
2020-10,忠孝復興,市政府,76009,38
2020-10,頂溪,台北車站,75694,39
2020-10,市政府,南港展覽館,71986,40
2020-10,台北車站,圓山,70124,41
2020-10,台北車站,古亭,69328,42
2020-10,古亭,台北車站,68836,43
2020-10,圓山,台北車站,68470,44
2020-10,BL板橋,海山,68368,45
2020-10,台北車站,新埔,67632,46
2020-10,台北車站,雙連,66842,47
2020-10,台北車站,芝山,66606,48
2020-10,西門,BL板橋,64391,49
2020-10,台北車站,信義安和,64194,50
2020-11,台北車站,市政府,169243,1
2020-11,市政府,台北車站,166477,2
2020-11,西門,台北車站,149745,3
2020-11,台北車站,西門,146005,4
2020-11,台北車站,忠孝復興,120016,5
2020-11,忠孝復興,台北車站,118606,6
2020-11,淡水,台北車站,116715,7
2020-11,台北車站,淡水,103762,8
2020-11,台北101/世貿,台北車站,102374,9
2020-11,台北車站,台北101/世貿,101780,10
2020-11,台北車站,石牌,96884,11
2020-11,劍潭,台北車站,94749,12
2020-11,新埔,BL板橋,93200,13
2020-11,石牌,台北車站,92261,14
2020-11,台北車站,忠孝敦化,91527,15
2020-11,公館,台北車站,91357,16
2020-11,忠孝新生,台北車站,90636,17
2020-11,中正紀念堂,台北車站,89098,18
2020-11,台北車站,公館,88703,19
2020-11,台北車站,忠孝新生,87727,20
2020-11,台北車站,劍潭,87369,21
2020-11,忠孝敦化,台北車站,87304,22
2020-11,台北車站,中正紀念堂,85655,23
2020-11,市政府,忠孝復興,84676,24
2020-11,西門,BL板橋,83702,25
2020-11,BL板橋,新埔,83248,26
2020-11,台北車站,BL板橋,83137,27
2020-11,士林,台北車站,82806,28
2020-11,市政府,忠孝敦化,82716,29
2020-11,南港展覽館,市政府,81367,30
2020-11,忠孝復興,市政府,81234,31
2020-11,台北車站,中山,80809,32
2020-11,台北車站,士林,80168,33
2020-11,台北車站,頂溪,79862,34
2020-11,忠孝敦化,市政府,78991,35
2020-11,中山,台北車站,76749,36
2020-11,市政府,南港,75471,37
2020-11,BL板橋,西門,73169,38
2020-11,西門,市政府,72895,39
2020-11,市政府,南港展覽館,72386,40
2020-11,BL板橋,海山,72381,41
2020-11,南港,市政府,72118,42
2020-11,台北車站,圓山,71967,43
2020-11,市政府,西門,71882,44
2020-11,圓山,台北車站,71484,45
2020-11,頂溪,台北車站,71119,46
2020-11,台北車站,新埔,70164,47
2020-11,BL板橋,台北車站,70054,48
2020-11,台北車站,古亭,69285,49
2020-11,古亭,台北車站,68771,50
2020-12,台北車站,市政府,205309,1
2020-12,市政府,台北車站,201817,2
2020-12,台北車站,西門,179740,3
2020-12,西門,台北車站,176245,4
2020-12,西門,BL板橋,128203,5
2020-12,台北101/世貿,台北車站,119183,6
2020-12,台北車站,台北101/世貿,118446,7
2020-12,台北車站,忠孝復興,117865,8
2020-12,BL板橋,西門,117096,9
2020-12,台北車站,BL板橋,115537,10
2020-12,忠孝復興,台北車站,115505,11
2020-12,淡水,台北車站,115313,12
2020-12,新埔,BL板橋,105670,13
2020-12,台北車站,忠孝敦化,104096,14
2020-12,公館,台北車站,102552,15
2020-12,BL板橋,台北車站,102259,16
2020-12,市政府,忠孝敦化,100791,17
2020-12,台北車站,淡水,99672,18
2020-12,忠孝敦化,市政府,99292,19
2020-12,忠孝敦化,台北車站,98532,20
2020-12,劍潭,台北車站,98094,21
2020-12,台北車站,石牌,97235,22
2020-12,忠孝新生,台北車站,96425,23
2020-12,市政府,BL板橋,95481,24
2020-12,石牌,台北車站,94524,25
2020-12,台北車站,公館,94392,26
2020-12,中正紀念堂,台北車站,93473,27
2020-12,士林,台北車站,93234,28
2020-12,BL板橋,新埔,93041,29
2020-12,台北車站,忠孝新生,93008,30
2020-12,台北車站,中山,92226,31
2020-12,西門,市政府,89949,32
2020-12,市政府,南港,89939,33
2020-12,台北車站,士林,89898,34
2020-12,中山,台北車站,89561,35
2020-12,市政府,西門,88137,36
2020-12,台北車站,劍潭,87504,37
2020-12,台北車站,中正紀念堂,87447,38
2020-12,南港展覽館,市政府,86932,39
2020-12,市政府,忠孝復興,85388,40
2020-12,忠孝復興,市政府,83956,41
2020-12,南港,市政府,83885,42
2020-12,BL板橋,府中,81760,43
2020-12,台北車站,頂溪,81737,44
2020-12,市政府,南港展覽館,78428,45
2020-12,府中,BL板橋,77456,46
2020-12,BL板橋,市政府,77413,47
2020-12,BL板橋,海山,76428,48
2020-12,台北車站,新埔,75048,49
2020-12,頂溪,台北車站,73564,50
2021-01,台北車站,市政府,153746,1
2021-01,西門,台北車站,151606,2
2021-01,市政府,台北車站,148456,3
2021-01,台北車站,西門,147496,4
2021-01,台北車站,忠孝復興,101861,5
2021-01,忠孝復興,台北車站,99947,6
2021-01,淡水,台北車站,94852,7
2021-01,台北車站,忠孝敦化,87882,8
2021-01,忠孝敦化,台北車站,85604,9
2021-01,台北101/世貿,台北車站,85276,10
2021-01,台北車站,石牌,84496,11
2021-01,台北車站,台北101/世貿,83923,12
2021-01,台北車站,淡水,83379,13
2021-01,市政府,忠孝敦化,83030,14
2021-01,公館,台北車站,81913,15
2021-01,石牌,台北車站,81885,16
2021-01,劍潭,台北車站,81293,17
2021-01,忠孝新生,台北車站,80725,18
2021-01,忠孝敦化,市政府,80703,19
2021-01,新埔,BL板橋,79203,20
2021-01,台北車站,忠孝新生,78890,21
2021-01,台北車站,公館,78690,22
2021-01,中正紀念堂,台北車站,78468,23
2021-01,台北車站,中山,76218,24
2021-01,台北車站,劍潭,74990,25
2021-01,台北車站,頂溪,74982,26
2021-01,市政府,西門,74766,27
2021-01,西門,市政府,74480,28
2021-01,台北車站,中正紀念堂,74336,29
2021-01,市政府,南港,73763,30
2021-01,中山,台北車站,73602,31
2021-01,市政府,忠孝復興,72729,32
2021-01,BL板橋,新埔,71401,33
2021-01,南港展覽館,市政府,70674,34
2021-01,南港,市政府,70554,35
2021-01,士林,台北車站,70420,36
2021-01,台北車站,士林,69779,37
2021-01,忠孝復興,市政府,68971,38
2021-01,頂溪,台北車站,67386,39
2021-01,台北車站,新埔,66502,40
2021-01,市政府,南港展覽館,64826,41
2021-01,台北車站,古亭,64315,42
2021-01,台北車站,雙連,63820,43
2021-01,西門,BL板橋,63410,44
2021-01,古亭,台北車站,63201,45
2021-01,台北車站,信義安和,61496,46
2021-01,台北車站,芝山,61232,47
2021-01,新埔,台北車站,60377,48
2021-01,BL板橋,海山,60298,49
2021-01,芝山,台北車站,59893,50
2021-02,西門,台北車站,159249,1
2021-02,台北車站,西門,156185,2
2021-02,台北車站,市政府,131779,3
2021-02,市政府,台北車站,126652,4
2021-02,淡水,台北車站,102424,5
2021-02,台北車站,淡水,91069,6
2021-02,台北車站,忠孝復興,89979,7
2021-02,忠孝復興,台北車站,87677,8
2021-02,台北101/世貿,台北車站,82085,9
2021-02,台北車站,台北101/世貿,81039,10
2021-02,劍潭,台北車站,74190,11
2021-02,台北車站,忠孝敦化,73859,12
2021-02,市政府,西門,73418,13
2021-02,公館,台北車站,72699,14
2021-02,西門,市政府,72314,15
2021-02,市政府,忠孝敦化,71801,16
2021-02,台北車站,石牌,71566,17
2021-02,忠孝敦化,台北車站,70995,18
2021-02,忠孝新生,台北車站,70926,19
2021-02,台北車站,忠孝新生,70489,20
2021-02,石牌,台北車站,69497,21
2021-02,新埔,BL板橋,69422,22
2021-02,忠孝敦化,市政府,69087,23
2021-02,台北車站,公館,68990,24
2021-02,台北車站,頂溪,68798,25
2021-02,台北車站,劍潭,67755,26
2021-02,市政府,忠孝復興,66009,27
2021-02,台北車站,士林,65921,28
2021-02,中正紀念堂,台北車站,65687,29
2021-02,台北車站,中山,65447,30
2021-02,士林,台北車站,65445,31
2021-02,市政府,南港,64365,32
2021-02,頂溪,台北車站,63938,33
2021-02,中山,台北車站,63464,34
2021-02,忠孝復興,市政府,62973,35
2021-02,台北車站,中正紀念堂,62248,36
2021-02,南港,市政府,62216,37
2021-02,BL板橋,新埔,61809,38
2021-02,西門,BL板橋,60729,39
2021-02,南港展覽館,市政府,60424,40
2021-02,台北車站,圓山,58265,41
2021-02,圓山,台北車站,57501,42
2021-02,BL板橋,海山,55855,43
2021-02,市政府,南港展覽館,54317,44
2021-02,台北車站,芝山,54178,45
2021-02,台北車站,新埔,54078,46
2021-02,BL板橋,西門,54072,47
2021-02,芝山,台北車站,52468,48
2021-02,海山,BL板橋,52307,49
2021-02,古亭,台北車站,52169,50
2021-03,台北車站,市政府,159104,1
2021-03,西門,台北車站,158077,2
2021-03,市政府,台北車站,153340,3
2021-03,台北車站,西門,151958,4
2021-03,淡水,台北車站,112559,5
2021-03,台北車站,忠孝復興,104726,6
2021-03,忠孝復興,台北車站,103687,7
2021-03,台北車站,淡水,97788,8
2021-03,台北車站,石牌,94597,9
2021-03,公館,台北車站,93545,10
2021-03,劍潭,台北車站,92382,11
2021-03,石牌,台北車站,90112,12
2021-03,台北車站,忠孝敦化,89756,13
2021-03,台北車站,公館,88091,14
2021-03,忠孝敦化,台北車站,87522,15
2021-03,忠孝新生,台北車站,87306,16
2021-03,台北車站,忠孝新生,86688,17
2021-03,台北車站,台北101/世貿,86166,18
2021-03,士林,台北車站,86117,19
2021-03,台北101/世貿,台北車站,85937,20
2021-03,台北車站,劍潭,85553,21
2021-03,中正紀念堂,台北車站,84348,22
2021-03,台北車站,士林,83786,23
2021-03,新埔,BL板橋,80041,24
2021-03,台北車站,中正紀念堂,78884,25
2021-03,市政府,忠孝敦化,78232,26
2021-03,台北車站,中山,76555,27
2021-03,台北車站,頂溪,76267,28
2021-03,西門,市政府,76019,29
2021-03,忠孝敦化,市政府,75955,30
2021-03,市政府,西門,75864,31
2021-03,市政府,南港,75439,32
2021-03,南港展覽館,市政府,74678,33
2021-03,中山,台北車站,74488,34
2021-03,南港,市政府,73173,35
2021-03,BL板橋,新埔,71311,36
2021-03,市政府,忠孝復興,69900,37
2021-03,台北車站,圓山,69865,38
2021-03,頂溪,台北車站,68193,39
2021-03,市政府,南港展覽館,67920,40
2021-03,台北車站,新埔,67882,41
2021-03,忠孝復興,市政府,67598,42
2021-03,圓山,台北車站,67340,43
2021-03,台北車站,古亭,66836,44
2021-03,古亭,台北車站,66489,45
2021-03,台北車站,芝山,66323,46
2021-03,西門,BL板橋,65970,47
2021-03,芝山,台北車站,65367,48
2021-03,台北車站,信義安和,65141,49
2021-03,台北車站,雙連,63851,50
2021-04,西門,台北車站,158004,1
2021-04,台北車站,市政府,157001,2
2021-04,台北車站,西門,155430,3
2021-04,市政府,台北車站,152622,4
2021-04,淡水,台北車站,113297,5
2021-04,台北車站,忠孝復興,104873,6
2021-04,忠孝復興,台北車站,102295,7
2021-04,台北車站,淡水,101194,8
2021-04,台北車站,台北101/世貿,92529,9
2021-04,台北101/世貿,台北車站,92096,10
2021-04,台北車站,石牌,90469,11
2021-04,劍潭,台北車站,89868,12
2021-04,石牌,台北車站,87559,13
2021-04,台北車站,忠孝敦化,86630,14
2021-04,忠孝敦化,台北車站,83986,15
2021-04,公館,台北車站,83474,16
2021-04,忠孝新生,台北車站,83061,17
2021-04,中正紀念堂,台北車站,82145,18
2021-04,台北車站,劍潭,82139,19
2021-04,台北車站,忠孝新生,81852,20
2021-04,台北車站,公館,80787,21
2021-04,新埔,BL板橋,80703,22
2021-04,士林,台北車站,77486,23
2021-04,市政府,忠孝敦化,77341,24
2021-04,台北車站,中山,76962,25
2021-04,台北車站,頂溪,76489,26
2021-04,台北車站,中正紀念堂,75790,27
2021-04,忠孝敦化,市政府,75750,28
2021-04,市政府,南港,75068,29
2021-04,市政府,西門,74898,30
2021-04,西門,市政府,74770,31
2021-04,台北車站,士林,74649,32
2021-04,中山,台北車站,74193,33
2021-04,台北車站,圓山,74038,34
2021-04,市政府,忠孝復興,72787,35
2021-04,南港展覽館,市政府,71841,36
2021-04,圓山,台北車站,71806,37
2021-04,BL板橋,新埔,71375,38
2021-04,南港,市政府,71025,39
2021-04,頂溪,台北車站,69736,40
2021-04,忠孝復興,市政府,69597,41
2021-04,市政府,南港展覽館,65193,42
2021-04,西門,BL板橋,65036,43
2021-04,台北車站,新埔,64160,44
2021-04,台北車站,古亭,63996,45
2021-04,台北車站,芝山,63808,46
2021-04,BL板橋,海山,63704,47
2021-04,芝山,台北車站,63294,48
2021-04,古亭,台北車站,63207,49
2021-04,台北車站,信義安和,62788,50
2021-05,台北車站,市政府,77506,1
2021-05,市政府,台北車站,73100,2
2021-05,西門,台北車站,62702,3
2021-05,台北車站,西門,59401,4
2021-05,淡水,台北車站,52740,5
2021-05,台北車站,忠孝復興,49832,6
2021-05,忠孝復興,台北車站,47985,7
2021-05,台北車站,淡水,46903,8
2021-05,台北車站,石牌,46811,9
2021-05,石牌,台北車站,45563,10
2021-05,劍潭,台北車站,43486,11
2021-05,新埔,BL板橋,43005,12
2021-05,公館,台北車站,42515,13
2021-05,中正紀念堂,台北車站,41907,14
2021-05,台北車站,忠孝敦化,40682,15
2021-05,南港展覽館,市政府,40611,16
2021-05,忠孝新生,台北車站,40467,17
2021-05,市政府,南港,40258,18
2021-05,台北車站,劍潭,40002,19
2021-05,台北車站,台北101/世貿,39905,20
2021-05,忠孝敦化,台北車站,39715,21
2021-05,台北車站,公館,39642,22
2021-05,台北101/世貿,台北車站,39599,23
2021-05,南港,市政府,39482,24
2021-05,台北車站,中正紀念堂,39455,25
2021-05,BL板橋,新埔,38900,26
2021-05,台北車站,忠孝新生,38468,27
2021-05,台北車站,頂溪,38465,28
2021-05,市政府,南港展覽館,37641,29
2021-05,士林,台北車站,37459,30
2021-05,忠孝敦化,市政府,37128,31
2021-05,中山,台北車站,36501,32
2021-05,市政府,忠孝敦化,36375,33
2021-05,台北車站,中山,36356,34
2021-05,西門,市政府,35635,35
2021-05,台北車站,士林,35600,36
2021-05,台北車站,新埔,35407,37
2021-05,台北車站,圓山,35242,38
2021-05,市政府,忠孝復興,35016,39
2021-05,頂溪,台北車站,34578,40
2021-05,忠孝復興,市政府,34470,41
2021-05,圓山,台北車站,34390,42
2021-05,BL板橋,海山,34372,43
2021-05,新埔,市政府,34092,44
2021-05,市政府,西門,33788,45
2021-05,台北車站,芝山,33638,46
2021-05,台北車站,古亭,33588,47
2021-05,古亭,台北車站,33567,48
2021-05,市政府,新埔,33517,49
2021-05,台北車站,雙連,33201,50
2021-06,台北車站,市政府,22582,1
2021-06,市政府,台北車站,20296,2
2021-06,台北車站,石牌,16265,3
2021-06,台北車站,忠孝復興,15942,4
2021-06,石牌,台北車站,15694,5
2021-06,南港展覽館,市政府,14853,6
2021-06,忠孝復興,台北車站,14412,7
2021-06,市政府,南港展覽館,14247,8
2021-06,市政府,永春,13909,9
2021-06,新埔,市政府,13904,10
2021-06,市政府,新埔,13818,11
2021-06,南港,市政府,13636,12
2021-06,市政府,南港,13502,13
2021-06,松山,南京復興,13427,14
2021-06,台北車站,新埔,13291,15
2021-06,淡水,石牌,13137,16
2021-06,永春,市政府,13089,17
2021-06,淡水,台北車站,13074,18
2021-06,南京復興,松山,13069,19
2021-06,中正紀念堂,台北車站,13058,20
2021-06,市政府,後山埤,13024,21
2021-06,松山,南京三民,13018,22
2021-06,南京三民,松山,12901,23
2021-06,台北車站,中正紀念堂,12676,24
2021-06,新埔,台北車站,12638,25
2021-06,新埔,BL板橋,12606,26
2021-06,後山埤,市政府,12416,27
2021-06,台北車站,淡水,12191,28
2021-06,台北車站,頂溪,12089,29
2021-06,石牌,淡水,12060,30
2021-06,西門,台北車站,11863,31
2021-06,台北車站,西門,11796,32
2021-06,台北車站,雙連,11778,33
2021-06,台北車站,忠孝敦化,11765,34
2021-06,BL板橋,新埔,11359,35
2021-06,忠孝敦化,台北車站,11290,36
2021-06,松山,台北小巨蛋,11168,37
2021-06,頂溪,台北車站,11127,38
2021-06,亞東醫院,新埔,11107,39
2021-06,新埔,亞東醫院,11096,40
2021-06,市政府,忠孝復興,11051,41
2021-06,忠孝復興,市政府,10984,42
2021-06,台北車站,信義安和,10979,43
2021-06,台北小巨蛋,松山,10918,44
2021-06,新埔,江子翠,10891,45
2021-06,市政府,BL板橋,10887,46
2021-06,西門,市政府,10850,47
2021-06,忠孝新生,台北車站,10818,48
2021-06,台北車站,忠孝新生,10777,49
2021-06,江子翠,BL板橋,10747,50
2021-07,台北車站,市政府,33736,1
2021-07,市政府,台北車站,31012,2
2021-07,台北車站,石牌,25811,3
2021-07,石牌,台北車站,25269,4
2021-07,台北車站,忠孝復興,25133,5
2021-07,忠孝復興,台北車站,23392,6
2021-07,西門,台北車站,21810,7
2021-07,台北車站,西門,21776,8
2021-07,新埔,BL板橋,21541,9
2021-07,淡水,台北車站,21459,10
2021-07,南港展覽館,市政府,21102,11
2021-07,市政府,南港展覽館,20436,12
2021-07,台北車站,淡水,19987,13
2021-07,台北車站,頂溪,19969,14
2021-07,市政府,南港,19948,15
2021-07,南港,市政府,19896,16
2021-07,新埔,市政府,19765,17
2021-07,中正紀念堂,台北車站,19642,18
2021-07,市政府,新埔,19525,19
2021-07,台北車站,新埔,19300,20
2021-07,台北車站,忠孝敦化,19295,21
2021-07,松山,南京復興,19285,22
2021-07,BL板橋,新埔,19257,23
2021-07,松山,南京三民,18948,24
2021-07,台北車站,中正紀念堂,18914,25
2021-07,亞東醫院,BL板橋,18862,26
2021-07,台北車站,雙連,18847,27
2021-07,市政府,後山埤,18829,28
2021-07,南京復興,松山,18786,29
2021-07,南京三民,松山,18661,30
2021-07,忠孝敦化,台北車站,18653,31
2021-07,頂溪,台北車站,18640,32
2021-07,忠孝新生,台北車站,18065,33
2021-07,市政府,永春,18058,34
2021-07,新埔,台北車站,18005,35
2021-07,台北車站,忠孝新生,17941,36
2021-07,台北車站,台北101/世貿,17914,37
2021-07,淡水,石牌,17853,38
2021-07,亞東醫院,新埔,17849,39
2021-07,台北車站,信義安和,17820,40
2021-07,新埔,亞東醫院,17625,41
2021-07,忠孝敦化,市政府,17552,42
2021-07,後山埤,市政府,17497,43
2021-07,永春,市政府,17360,44
2021-07,BL板橋,海山,17335,45
2021-07,台北101/世貿,台北車站,17325,46
2021-07,忠孝復興,市政府,17298,47
2021-07,雙連,台北車站,17163,48
2021-07,江子翠,BL板橋,17076,49
2021-07,台北車站,芝山,16931,50
2021-08,台北車站,市政府,70144,1
2021-08,市政府,台北車站,65616,2
2021-08,西門,台北車站,58066,3
2021-08,台北車站,西門,57464,4
2021-08,台北車站,忠孝復興,49305,5
2021-08,忠孝復興,台北車站,46724,6
2021-08,淡水,台北車站,44437,7
2021-08,台北車站,石牌,43724,8
2021-08,石牌,台北車站,42253,9
2021-08,台北車站,淡水,41305,10
2021-08,新埔,BL板橋,41161,11
2021-08,台北車站,忠孝敦化,39437,12
2021-08,市政府,南港,38721,13
2021-08,台北車站,頂溪,38408,14
2021-08,台北車站,台北101/世貿,37715,15
2021-08,忠孝敦化,台北車站,37670,16
2021-08,南港展覽館,市政府,37665,17
2021-08,南港,市政府,37517,18
2021-08,忠孝敦化,市政府,37504,19
2021-08,中正紀念堂,台北車站,37053,20
2021-08,BL板橋,新埔,36902,21
2021-08,台北101/世貿,台北車站,36559,22
2021-08,忠孝新生,台北車站,36516,23
2021-08,台北車站,中山,36487,24
2021-08,台北車站,中正紀念堂,36201,25
2021-08,台北車站,忠孝新生,35748,26
2021-08,市政府,南港展覽館,35598,27
2021-08,中山,台北車站,35284,28
2021-08,忠孝復興,市政府,34626,29
2021-08,頂溪,台北車站,34562,30
2021-08,市政府,忠孝敦化,34257,31
2021-08,新埔,市政府,33997,32
2021-08,市政府,忠孝復興,33668,33
2021-08,劍潭,台北車站,33471,34
2021-08,市政府,新埔,33468,35
2021-08,西門,市政府,33400,36
2021-08,台北車站,信義安和,32832,37
2021-08,市政府,後山埤,32498,38
2021-08,BL板橋,海山,32479,39
2021-08,台北車站,公館,32380,40
2021-08,市政府,西門,32375,41
2021-08,公館,台北車站,32368,42
2021-08,台北車站,雙連,32353,43
2021-08,台北車站,新埔,32186,44
2021-08,台北車站,芝山,31500,45
2021-08,台北車站,劍潭,31450,46
2021-08,BL板橋,江子翠,31258,47
2021-08,江子翠,BL板橋,31183,48
2021-08,松山,南京復興,31074,49
2021-08,市政府,永春,30883,50
2021-09,台北車站,市政府,83684,1
2021-09,市政府,台北車站,79929,2
2021-09,台北車站,西門,68183,3
2021-09,西門,台北車站,67926,4
2021-09,台北車站,忠孝復興,57029,5
2021-09,淡水,台北車站,55975,6
2021-09,忠孝復興,台北車站,55234,7
2021-09,台北車站,淡水,53368,8
2021-09,台北車站,石牌,52480,9
2021-09,石牌,台北車站,50654,10
2021-09,中正紀念堂,台北車站,46705,11
2021-09,台北車站,台北101/世貿,46602,12
2021-09,市政府,南港,46408,13
2021-09,台北車站,頂溪,45924,14
2021-09,台北101/世貿,台北車站,45587,15
2021-09,台北車站,忠孝敦化,45056,16
2021-09,台北車站,中山,44811,17
2021-09,南港,市政府,44809,18
2021-09,忠孝新生,台北車站,43448,19
2021-09,忠孝敦化,台北車站,43422,20
2021-09,台北車站,中正紀念堂,43383,21
2021-09,中山,台北車站,43194,22
2021-09,公館,台北車站,43159,23
2021-09,新埔,BL板橋,42705,24
2021-09,台北車站,忠孝新生,42499,25
2021-09,南港展覽館,市政府,42461,26
2021-09,劍潭,台北車站,42328,27
2021-09,台北車站,公館,42224,28
2021-09,忠孝敦化,市政府,41946,29
2021-09,頂溪,台北車站,41826,30
2021-09,市政府,忠孝復興,40310,31
2021-09,忠孝復興,市政府,40268,32
2021-09,市政府,忠孝敦化,40116,33
2021-09,台北車站,劍潭,40083,34
2021-09,市政府,南港展覽館,39679,35
2021-09,西門,市政府,38480,36
2021-09,士林,台北車站,38281,37
2021-09,BL板橋,新埔,38125,38
2021-09,台北車站,芝山,37830,39
2021-09,台北車站,士林,37829,40
2021-09,市政府,西門,37696,41
2021-09,台北車站,古亭,37670,42
2021-09,BL板橋,海山,37267,43
2021-09,台北車站,信義安和,37134,44
2021-09,大安,台北車站,37014,45
2021-09,芝山,台北車站,36847,46
2021-09,台北車站,雙連,36845,47
2021-09,新埔,市政府,36565,48
2021-09,古亭,台北車站,36478,49
2021-09,海山,BL板橋,36286,50
2021-10,台北車站,市政府,123072,1
2021-10,市政府,台北車站,120011,2
2021-10,西門,台北車站,112803,3
2021-10,台北車站,西門,111088,4
2021-10,淡水,台北車站,89794,5
2021-10,台北車站,淡水,80965,6
2021-10,台北車站,忠孝復興,77432,7
2021-10,忠孝復興,台北車站,76064,8
2021-10,台北車站,台北101/世貿,74608,9
2021-10,台北101/世貿,台北車站,74263,10
2021-10,劍潭,台北車站,68885,11
2021-10,台北車站,石牌,68734,12
2021-10,忠孝新生,台北車站,68248,13
2021-10,台北車站,忠孝新生,66741,14
2021-10,石牌,台北車站,66715,15
2021-10,新埔,BL板橋,65318,16
2021-10,台北車站,劍潭,64974,17
2021-10,中正紀念堂,台北車站,64967,18
2021-10,公館,台北車站,64849,19
2021-10,台北車站,中山,64466,20
2021-10,忠孝敦化,市政府,64366,21
2021-10,市政府,南港,64286,22
2021-10,台北車站,忠孝敦化,63860,23
2021-10,中山,台北車站,63327,24
2021-10,忠孝敦化,台北車站,62267,25
2021-10,台北車站,公館,62060,26
2021-10,市政府,忠孝敦化,62006,27
2021-10,南港,市政府,60813,28
2021-10,士林,台北車站,60558,29
2021-10,台北車站,中正紀念堂,60121,30
2021-10,台北車站,頂溪,59924,31
2021-10,BL板橋,新埔,59285,32
2021-10,南港展覽館,市政府,59144,33
2021-10,忠孝復興,市政府,57926,34
