date,enter_station,leave_station,sum_counts,rank
2019-06,士林,台北車站,93101,26
2019-06,BL板橋,新埔,90208,27
2019-06,市政府,忠孝敦化,89960,28
2019-06,台北車站,中山,89547,29
2019-06,忠孝敦化,市政府,89526,30
2019-06,中山,台北車站,85577,31
2019-06,頂溪,台北車站,85378,32
2019-06,市政府,西門,84021,33
2019-06,西門,市政府,82277,34
2019-06,台北車站,雙連,80579,35
2019-06,市政府,忠孝復興,78062,36
2019-06,忠孝復興,市政府,77324,37
2019-06,台北車站,東門,76485,38
2019-06,雙連,台北車站,76120,39
2019-06,台北車站,新埔,76053,40
2019-06,台北車站,古亭,75707,41
2019-06,古亭,台北車站,75104,42
2019-06,台北車站,圓山,74675,43
2019-06,台北車站,芝山,74317,44
2019-06,東門,台北車站,73942,45
2019-06,南港展覽館,市政府,73893,46
2019-06,西門,BL板橋,73321,47
2019-06,圓山,台北車站,73248,48
2019-06,台北車站,BL板橋,72364,49
2019-06,芝山,台北車站,72333,50
2019-07,西門,台北車站,283462,1
2019-07,台北車站,西門,268201,2
2019-07,台北車站,市政府,192511,3
2019-07,市政府,台北車站,190255,4
2019-07,台北101/世貿,台北車站,159803,5
2019-07,台北車站,台北101/世貿,153125,6
2019-07,忠孝復興,台北車站,138826,7
2019-07,劍潭,台北車站,138792,8
2019-07,淡水,台北車站,137450,9
2019-07,台北車站,忠孝復興,136875,10
2019-07,台北車站,淡水,125516,11
2019-07,台北車站,劍潭,119461,12
2019-07,忠孝新生,台北車站,115187,13
2019-07,台北車站,忠孝敦化,115160,14
2019-07,台北車站,忠孝新生,113245,15
2019-07,忠孝敦化,台北車站,112449,16
2019-07,台北車站,石牌,109594,17
2019-07,中正紀念堂,台北車站,109536,18
2019-07,台北車站,中正紀念堂,109456,19
2019-07,公館,台北車站,106411,20
2019-07,石牌,台北車站,104685,21
2019-07,台北車站,士林,104136,22
2019-07,新埔,BL板橋,103147,23
2019-07,台北車站,公館,101451,24
2019-07,台北車站,頂溪,98789,25
2019-07,忠孝敦化,市政府,97896,26
2019-07,市政府,忠孝敦化,97007,27
2019-07,士林,台北車站,94963,28
2019-07,台北車站,中山,94823,29
2019-07,BL板橋,新埔,91824,30
2019-07,中山,台北車站,91525,31
2019-07,台北車站,圓山,91346,32
2019-07,市政府,西門,91283,33
2019-07,圓山,台北車站,90817,34
2019-07,頂溪,台北車站,89881,35
2019-07,台北車站,雙連,88410,36
2019-07,西門,市政府,88356,37
2019-07,南港展覽館,市政府,84876,38
2019-07,市政府,忠孝復興,84786,39
2019-07,台北車站,新埔,83824,40
2019-07,雙連,台北車站,83693,41
2019-07,忠孝復興,市政府,83649,42
2019-07,台北車站,東門,82328,43
2019-07,台北車站,古亭,80665,44
2019-07,台北車站,BL板橋,80534,45
2019-07,台北車站,國父紀念館,80255,46
2019-07,古亭,台北車站,79062,47
2019-07,台北車站,芝山,78533,48
2019-07,東門,台北車站,78470,49
2019-07,西門,BL板橋,78096,50
2019-08,西門,台北車站,289927,1
2019-08,台北車站,西門,271996,2
2019-08,台北車站,市政府,197554,3
2019-08,市政府,台北車站,195531,4
2019-08,台北101/世貿,台北車站,182872,5
2019-08,台北車站,台北101/世貿,174788,6
2019-08,劍潭,台北車站,145936,7
2019-08,忠孝復興,台北車站,141106,8
2019-08,淡水,台北車站,139326,9
2019-08,台北車站,忠孝復興,137523,10
2019-08,台北車站,淡水,128727,11
2019-08,台北車站,劍潭,124080,12
2019-08,台北車站,忠孝敦化,114977,13
2019-08,忠孝新生,台北車站,114404,14
2019-08,台北車站,忠孝新生,113121,15
2019-08,忠孝敦化,台北車站,111702,16
2019-08,公館,台北車站,106512,17
2019-08,中正紀念堂,台北車站,105767,18
2019-08,台北車站,中正紀念堂,105652,19
2019-08,台北車站,士林,105142,20
2019-08,台北車站,石牌,103781,21
2019-08,新埔,BL板橋,102584,22
2019-08,台北車站,公館,101668,23
2019-08,台北車站,中山,100949,24
2019-08,石牌,台北車站,100240,25
2019-08,中山,台北車站,98107,26
2019-08,忠孝敦化,市政府,97540,27
2019-08,市政府,忠孝敦化,97539,28
2019-08,士林,台北車站,95389,29
2019-08,台北車站,頂溪,95208,30
2019-08,市政府,西門,92249,31
2019-08,BL板橋,新埔,90825,32
2019-08,西門,市政府,89451,33
2019-08,台北車站,雙連,89229,34
2019-08,頂溪,台北車站,88530,35
2019-08,台北車站,東門,86991,36
2019-08,市政府,忠孝復興,85070,37
2019-08,忠孝復興,市政府,84532,38
2019-08,雙連,台北車站,84438,39
2019-08,東門,台北車站,84416,40
2019-08,南港展覽館,市政府,81963,41
2019-08,台北車站,國父紀念館,81715,42
2019-08,台北車站,新埔,81207,43
2019-08,台北車站,圓山,79673,44
2019-08,台北車站,BL板橋,78847,45
2019-08,圓山,台北車站,77811,46
2019-08,西門,BL板橋,77439,47
2019-08,台北車站,龍山寺,77317,48
2019-08,龍山寺,台北車站,76962,49
2019-08,台北車站,古亭,76840,50
2019-09,西門,台北車站,238489,1
2019-09,台北車站,西門,228265,2
2019-09,台北車站,市政府,168178,3
2019-09,市政府,台北車站,167476,4
2019-09,劍潭,台北車站,136255,5
2019-09,台北101/世貿,台北車站,134586,6
2019-09,淡水,台北車站,132012,7
2019-09,台北車站,台北101/世貿,130826,8
2019-09,台北車站,淡水,123132,9
2019-09,台北車站,忠孝復興,121231,10
2019-09,忠孝復興,台北車站,121062,11
2019-09,台北車站,劍潭,117166,12
2019-09,忠孝新生,台北車站,105076,13
2019-09,台北車站,忠孝新生,103097,14
2019-09,中正紀念堂,台北車站,101942,15
2019-09,台北車站,石牌,101181,16
2019-09,公館,台北車站,100722,17
2019-09,台北車站,忠孝敦化,99788,18
2019-09,台北車站,中正紀念堂,99290,19
2019-09,新埔,BL板橋,98798,20
2019-09,台北車站,公館,98100,21
2019-09,忠孝敦化,台北車站,98081,22
2019-09,石牌,台北車站,96714,23
2019-09,台北車站,頂溪,90509,24
2019-09,台北車站,士林,90337,25
2019-09,士林,台北車站,89529,26
2019-09,台北車站,中山,88311,27
2019-09,BL板橋,新埔,88245,28
2019-09,中山,台北車站,86517,29
2019-09,市政府,忠孝敦化,83877,30
2019-09,忠孝敦化,市政府,82924,31
2019-09,頂溪,台北車站,81292,32
2019-09,台北車站,雙連,78785,33
2019-09,台北車站,東門,77574,34
2019-09,市政府,西門,76047,35
2019-09,台北車站,新埔,75882,36
2019-09,西門,市政府,75130,37
2019-09,東門,台北車站,74356,38
2019-09,市政府,忠孝復興,74337,39
2019-09,台北車站,圓山,74188,40
2019-09,圓山,台北車站,73902,41
2019-09,雙連,台北車站,73691,42
2019-09,台北車站,古亭,73627,43
2019-09,台北車站,BL板橋,71879,44
2019-09,古亭,台北車站,71864,45
2019-09,台北車站,芝山,71807,46
2019-09,忠孝復興,市政府,71696,47
2019-09,善導寺,台北車站,71238,48
2019-09,台北車站,龍山寺,70783,49
2019-09,南港展覽館,市政府,70726,50
2019-10,西門,台北車站,258028,1
2019-10,台北車站,西門,244527,2
2019-10,台北車站,市政府,191992,3
2019-10,市政府,台北車站,185233,4
2019-10,淡水,台北車站,151276,5
2019-10,劍潭,台北車站,147434,6
2019-10,台北車站,台北101/世貿,143826,7
2019-10,台北101/世貿,台北車站,143767,8
2019-10,台北車站,淡水,136983,9
2019-10,台北車站,忠孝復興,126045,10
2019-10,忠孝復興,台北車站,124740,11
2019-10,台北車站,劍潭,123275,12
2019-10,中正紀念堂,台北車站,122354,13
2019-10,台北車站,中正紀念堂,118931,14
2019-10,台北車站,石牌,106096,15
2019-10,台北車站,忠孝敦化,105353,16
2019-10,忠孝新生,台北車站,105059,17
2019-10,公館,台北車站,103389,18
2019-10,忠孝敦化,台北車站,103118,19
2019-10,台北車站,忠孝新生,102666,20
2019-10,新埔,BL板橋,102107,21
2019-10,石牌,台北車站,101705,22
2019-10,台北車站,中山,98203,23
2019-10,台北車站,公館,97538,24
2019-10,士林,台北車站,96268,25
2019-10,台北車站,士林,95989,26
2019-10,忠孝敦化,市政府,94777,27
2019-10,市政府,忠孝敦化,94152,28
2019-10,西門,市政府,93493,29
2019-10,中山,台北車站,93281,30
2019-10,市政府,西門,91864,31
2019-10,台北車站,頂溪,89979,32
2019-10,BL板橋,新埔,89771,33
2019-10,市政府,忠孝復興,83545,34
2019-10,南港展覽館,市政府,83151,35
2019-10,頂溪,台北車站,83088,36
2019-10,台北車站,雙連,82611,37
2019-10,忠孝復興,市政府,82410,38
2019-10,台北車站,東門,80598,39
2019-10,台北車站,圓山,80075,40
2019-10,圓山,台北車站,79440,41
2019-10,市政府,南港,79220,42
2019-10,台北車站,新埔,77953,43
2019-10,雙連,台北車站,77804,44
2019-10,東門,台北車站,76324,45
2019-10,台北車站,龍山寺,76279,46
2019-10,西門,BL板橋,76082,47
2019-10,台北車站,古亭,75862,48
2019-10,南港,市政府,75562,49
2019-10,台北車站,芝山,75208,50
2019-11,西門,台北車站,247220,1
2019-11,台北車站,西門,234078,2
2019-11,台北車站,市政府,181976,3
2019-11,市政府,台北車站,180442,4
2019-11,劍潭,台北車站,145390,5
2019-11,台北車站,忠孝復興,141014,6
2019-11,淡水,台北車站,140321,7
2019-11,忠孝復興,台北車站,137549,8
2019-11,台北101/世貿,台北車站,137370,9
2019-11,台北車站,台北101/世貿,136867,10
2019-11,台北車站,淡水,125263,11
2019-11,台北車站,劍潭,119109,12
2019-11,新埔,BL板橋,109608,13
2019-11,中正紀念堂,台北車站,108936,14
2019-11,忠孝新生,台北車站,106415,15
2019-11,台北車站,忠孝敦化,106302,16
2019-11,台北車站,中正紀念堂,105667,17
2019-11,公館,台北車站,104687,18
2019-11,台北車站,士林,103680,19
2019-11,忠孝敦化,台北車站,103607,20
2019-11,台北車站,忠孝新生,103462,21
2019-11,台北車站,石牌,103415,22
2019-11,士林,台北車站,103377,23
2019-11,石牌,台北車站,101100,24
2019-11,BL板橋,新埔,96628,25
2019-11,台北車站,公館,96474,26
2019-11,台北車站,中山,92825,27
2019-11,市政府,忠孝復興,92498,28
2019-11,西門,BL板橋,92271,29
2019-11,市政府,忠孝敦化,91436,30
2019-11,南港展覽館,市政府,91077,31
2019-11,忠孝敦化,市政府,89093,32
2019-11,中山,台北車站,88547,33
2019-11,台北車站,頂溪,88441,34
2019-11,忠孝復興,市政府,88387,35
2019-11,台北車站,BL板橋,88272,36
2019-11,市政府,西門,87282,37
2019-11,台北車站,圓山,86225,38
2019-11,西門,市政府,86152,39
2019-11,圓山,台北車站,85311,40
2019-11,台北車站,東門,82384,41
2019-11,台北車站,雙連,81731,42
2019-11,頂溪,台北車站,80772,43
2019-11,市政府,南港展覽館,80379,44
2019-11,BL板橋,西門,79989,45
2019-11,東門,台北車站,78636,46
2019-11,台北車站,新埔,77603,47
2019-11,雙連,台北車站,76321,48
2019-11,台北車站,龍山寺,76220,49
2019-11,台北車站,芝山,75597,50
2019-12,西門,台北車站,293206,1
2019-12,台北車站,西門,280741,2
2019-12,台北車站,市政府,221234,3
2019-12,市政府,台北車站,219941,4
2019-12,台北車站,台北101/世貿,191691,5
2019-12,台北101/世貿,台北車站,185395,6
2019-12,劍潭,台北車站,156773,7
2019-12,淡水,台北車站,144679,8
2019-12,台北車站,忠孝復興,141413,9
2019-12,忠孝復興,台北車站,139325,10
2019-12,台北車站,淡水,134319,11
2019-12,西門,BL板橋,132335,12
2019-12,台北車站,劍潭,130977,13
2019-12,新埔,BL板橋,128532,14
2019-12,台北車站,BL板橋,122357,15
2019-12,台北車站,忠孝敦化,121869,16
2019-12,忠孝敦化,台北車站,118440,17
2019-12,忠孝新生,台北車站,116752,18
2019-12,台北車站,士林,116214,19
2019-12,BL板橋,西門,116068,20
2019-12,中正紀念堂,台北車站,116021,21
2019-12,台北車站,中正紀念堂,115598,22
2019-12,台北車站,忠孝新生,115156,23
2019-12,BL板橋,新埔,114596,24
2019-12,士林,台北車站,112072,25
2019-12,BL板橋,台北車站,110876,26
2019-12,公館,台北車站,110296,27
2019-12,台北車站,石牌,109287,28
2019-12,忠孝敦化,市政府,108975,29
2019-12,市政府,忠孝敦化,108512,30
2019-12,台北車站,中山,107488,31
2019-12,西門,市政府,107097,32
2019-12,市政府,西門,106443,33
2019-12,台北車站,公館,105670,34
2019-12,石牌,台北車站,104925,35
2019-12,中山,台北車站,102352,36
2019-12,台北車站,頂溪,94802,37
2019-12,市政府,BL板橋,94449,38
2019-12,南港展覽館,市政府,94417,39
2019-12,台北車站,東門,92298,40
2019-12,市政府,忠孝復興,91304,41
2019-12,忠孝復興,市政府,91283,42
2019-12,市政府,南港,90490,43
2019-12,台北車站,雙連,90012,44
2019-12,南港,市政府,87584,45
2019-12,東門,台北車站,87296,46
2019-12,BL板橋,府中,87061,47
2019-12,台北車站,龍山寺,86158,48
2019-12,台北車站,圓山,85417,49
2019-12,台北車站,新埔,84741,50
2020-01,西門,台北車站,269806,1
2020-01,台北車站,西門,247228,2
2020-01,台北車站,市政府,178579,3
2020-01,市政府,台北車站,177429,4
2020-01,淡水,台北車站,141337,5
2020-01,劍潭,台北車站,134642,6
2020-01,台北101/世貿,台北車站,131856,7
2020-01,台北車站,淡水,125515,8
2020-01,台北車站,忠孝復興,125424,9
2020-01,台北車站,台北101/世貿,124117,10
2020-01,忠孝復興,台北車站,123811,11
2020-01,台北車站,劍潭,111352,12
2020-01,台北車站,忠孝敦化,105112,13
2020-01,台北車站,中正紀念堂,104728,14
2020-01,中正紀念堂,台北車站,104045,15
2020-01,忠孝敦化,台北車站,102028,16
2020-01,新埔,BL板橋,98641,17
2020-01,忠孝新生,台北車站,98177,18
2020-01,台北車站,忠孝新生,97047,19
2020-01,市政府,忠孝敦化,94621,20
2020-01,台北車站,石牌,94088,21
2020-01,台北車站,士林,93718,22
2020-01,台北車站,頂溪,92680,23
2020-01,忠孝敦化,市政府,92657,24
2020-01,台北車站,中山,92441,25
2020-01,石牌,台北車站,91881,26
2020-01,市政府,西門,91105,27
2020-01,西門,市政府,90489,28
2020-01,BL板橋,新埔,89706,29
2020-01,中山,台北車站,88953,30
2020-01,士林,台北車站,88865,31
2020-01,公館,台北車站,88396,32
2020-01,頂溪,台北車站,85851,33
2020-01,南港展覽館,市政府,84744,34
2020-01,市政府,忠孝復興,83282,35
2020-01,忠孝復興,市政府,81875,36
2020-01,台北車站,龍山寺,81546,37
2020-01,龍山寺,台北車站,80302,38
2020-01,市政府,南港,79838,39
2020-01,台北車站,公館,79416,40
2020-01,台北車站,雙連,79093,41
2020-01,台北車站,東門,78477,42
2020-01,西門,BL板橋,76622,43
2020-01,雙連,台北車站,75567,44
2020-01,市政府,南港展覽館,74905,45
2020-01,東門,台北車站,74770,46
2020-01,南港,市政府,73290,47
2020-01,BL板橋,海山,70500,48
2020-01,台北車站,芝山,70459,49
2020-01,龍山寺,西門,70392,50
2020-02,西門,台北車站,173740,1
2020-02,台北車站,西門,162651,2
2020-02,台北車站,市政府,142629,3
2020-02,市政府,台北車站,136207,4
2020-02,台北車站,忠孝復興,96019,5
2020-02,忠孝復興,台北車站,94379,6
2020-02,淡水,台北車站,90016,7
2020-02,劍潭,台北車站,89664,8
2020-02,台北101/世貿,台北車站,87811,9
2020-02,台北車站,台北101/世貿,85865,10
2020-02,台北車站,忠孝敦化,84210,11
2020-02,台北車站,淡水,84199,12
2020-02,忠孝敦化,台北車站,82733,13
2020-02,台北車站,劍潭,79042,14
2020-02,忠孝新生,台北車站,76802,15
2020-02,台北車站,中正紀念堂,76404,16
2020-02,台北車站,石牌,76071,17
2020-02,市政府,忠孝敦化,76060,18
2020-02,台北車站,忠孝新生,75801,19
2020-02,中正紀念堂,台北車站,75041,20
2020-02,公館,台北車站,73804,21
2020-02,忠孝敦化,市政府,73591,22
2020-02,石牌,台北車站,73100,23
2020-02,台北車站,公館,70844,24
2020-02,台北車站,中山,70720,25
2020-02,台北車站,士林,69771,26
2020-02,市政府,西門,68193,27
2020-02,新埔,BL板橋,68057,28
2020-02,中山,台北車站,67848,29
2020-02,西門,市政府,67513,30
2020-02,台北車站,頂溪,66517,31
2020-02,士林,台北車站,66128,32
2020-02,南港展覽館,市政府,65685,33
2020-02,市政府,忠孝復興,63938,34
2020-02,頂溪,台北車站,62479,35
2020-02,市政府,南港,61939,36
2020-02,台北車站,雙連,61893,37
2020-02,台北車站,圓山,61551,38
2020-02,忠孝復興,市政府,61305,39
2020-02,圓山,台北車站,60993,40
2020-02,台北車站,新埔,60925,41
2020-02,南港,市政府,59621,42
2020-02,市政府,南港展覽館,59400,43
2020-02,BL板橋,新埔,58704,44
2020-02,西門,BL板橋,57865,45
2020-02,雙連,台北車站,57590,46
2020-02,台北車站,古亭,56450,47
2020-02,新埔,台北車站,56147,48
2020-02,古亭,台北車站,55989,49
2020-02,台北車站,東門,55872,50
2020-03,台北車站,市政府,126273,1
2020-03,市政府,台北車站,121689,2
2020-03,西門,台北車站,106033,3
2020-03,台北車站,西門,103086,4
2020-03,淡水,台北車站,81697,5
2020-03,台北車站,忠孝復興,81490,6
2020-03,劍潭,台北車站,81201,7
2020-03,忠孝復興,台北車站,78363,8
2020-03,台北車站,淡水,75012,9
2020-03,台北車站,劍潭,73038,10
2020-03,台北車站,石牌,72693,11
2020-03,台北車站,忠孝敦化,71523,12
2020-03,中正紀念堂,台北車站,70490,13
2020-03,忠孝敦化,台北車站,69873,14
2020-03,公館,台北車站,69251,15
2020-03,石牌,台北車站,68657,16
2020-03,台北車站,中正紀念堂,68079,17
2020-03,忠孝新生,台北車站,67453,18
2020-03,新埔,BL板橋,67359,19
2020-03,台北車站,公館,66778,20
2020-03,台北車站,忠孝新生,65872,21
2020-03,市政府,忠孝敦化,65042,22
2020-03,台北車站,台北101/世貿,64008,23
2020-03,台北101/世貿,台北車站,63293,24
2020-03,忠孝敦化,市政府,63016,25
2020-03,士林,台北車站,62073,26
2020-03,台北車站,頂溪,61888,27
2020-03,台北車站,新埔,60445,28
2020-03,南港展覽館,市政府,60244,29
2020-03,BL板橋,新埔,59858,30
2020-03,台北車站,士林,59296,31
2020-03,市政府,南港,58240,32
2020-03,市政府,忠孝復興,57312,33
2020-03,南港,市政府,57270,34
2020-03,西門,市政府,56852,35
2020-03,台北車站,古亭,56588,36
2020-03,市政府,南港展覽館,56504,37
2020-03,市政府,西門,56261,38
2020-03,台北車站,中山,55987,39
2020-03,古亭,台北車站,54802,40
2020-03,頂溪,台北車站,54340,41
2020-03,新埔,台北車站,54204,42
2020-03,忠孝復興,市政府,53723,43
2020-03,中山,台北車站,53543,44
2020-03,新埔,市政府,53413,45
2020-03,大安,台北車站,52806,46
2020-03,BL板橋,海山,52047,47
2020-03,台北車站,信義安和,51713,48
2020-03,台北車站,雙連,51424,49
2020-03,市政府,新埔,51291,50
2020-04,台北車站,市政府,103694,1
2020-04,市政府,台北車站,99769,2
2020-04,西門,台北車站,77646,3
2020-04,台北車站,西門,76840,4
2020-04,淡水,台北車站,70593,5
2020-04,台北車站,忠孝復興,68248,6
2020-04,忠孝復興,台北車站,66352,7
2020-04,台北車站,淡水,64353,8
2020-04,劍潭,台北車站,63808,9
2020-04,台北車站,石牌,61625,10
2020-04,台北車站,劍潭,60022,11
2020-04,石牌,台北車站,59772,12
2020-04,新埔,BL板橋,58766,13
2020-04,台北車站,忠孝敦化,58550,14
2020-04,忠孝敦化,台北車站,57482,15
2020-04,中正紀念堂,台北車站,57375,16
2020-04,公館,台北車站,56370,17
2020-04,忠孝新生,台北車站,55641,18
2020-04,市政府,忠孝敦化,55037,19
2020-04,台北車站,頂溪,54505,20
2020-04,忠孝敦化,市政府,54033,21
2020-04,台北車站,中正紀念堂,53851,22
2020-04,台北車站,公館,53547,23
2020-04,台北車站,忠孝新生,53259,24
2020-04,台北車站,新埔,52226,25
2020-04,士林,台北車站,51942,26
2020-04,BL板橋,新埔,51742,27
2020-04,南港展覽館,市政府,50717,28
2020-04,台北車站,士林,50629,29
2020-04,市政府,忠孝復興,49592,30
2020-04,市政府,南港,49457,31
2020-04,台北101/世貿,台北車站,48883,32
2020-04,頂溪,台北車站,48778,33
2020-04,台北車站,台北101/世貿,48364,34
2020-04,南港,市政府,48279,35
2020-04,市政府,南港展覽館,48265,36
2020-04,西門,市政府,47672,37
2020-04,忠孝復興,市政府,47413,38
2020-04,新埔,台北車站,46946,39
2020-04,台北車站,中山,46440,40
2020-04,市政府,西門,46347,41
2020-04,BL板橋,海山,46043,42
2020-04,新埔,市政府,45006,43
2020-04,市政府,新埔,44376,44
2020-04,中山,台北車站,43873,45
2020-04,台北車站,信義安和,43827,46
2020-04,大安,台北車站,43702,47
2020-04,台北車站,古亭,43625,48
2020-04,台北車站,圓山,43399,49
2020-04,海山,BL板橋,43394,50
2020-05,台北車站,市政府,130628,1
2020-05,市政府,台北車站,125517,2
2020-05,西門,台北車站,110189,3
2020-05,台北車站,西門,108518,4
2020-05,淡水,台北車站,93603,5
2020-05,台北車站,忠孝復興,87202,6
2020-05,忠孝復興,台北車站,85460,7
2020-05,台北車站,淡水,84773,8
2020-05,劍潭,台北車站,80840,9
2020-05,台北車站,忠孝敦化,79368,10
2020-05,台北車站,石牌,77576,11
2020-05,忠孝敦化,台北車站,76165,12
2020-05,新埔,BL板橋,74731,13
2020-05,石牌,台北車站,74668,14
2020-05,台北車站,劍潭,73459,15
2020-05,市政府,忠孝敦化,72941,16
2020-05,忠孝敦化,市政府,72025,17
2020-05,中正紀念堂,台北車站,71040,18
2020-05,公館,台北車站,70465,19
2020-05,忠孝新生,台北車站,69315,20
2020-05,台北車站,公館,67434,21
2020-05,台北車站,頂溪,67075,22
2020-05,台北車站,忠孝新生,66424,23
2020-05,BL板橋,新埔,66414,24
2020-05,台北車站,中正紀念堂,65680,25
2020-05,士林,台北車站,65460,26
2020-05,台北車站,台北101/世貿,63566,27
2020-05,台北101/世貿,台北車站,63480,28
2020-05,台北車站,士林,62645,29
2020-05,台北車站,新埔,61487,30
2020-05,市政府,南港,61269,31
2020-05,市政府,忠孝復興,61109,32
2020-05,台北車站,中山,60555,33
2020-05,頂溪,台北車站,60274,34
2020-05,南港展覽館,市政府,60199,35
2020-05,西門,市政府,59944,36
2020-05,忠孝復興,市政府,59610,37
2020-05,市政府,西門,58866,38
2020-05,南港,市政府,58554,39
2020-05,中山,台北車站,57334,40
2020-05,市政府,南港展覽館,57066,41
2020-05,古亭,台北車站,57054,42
2020-05,台北車站,古亭,56916,43
2020-05,新埔,台北車站,55933,44
2020-05,BL板橋,海山,55569,45
2020-05,台北車站,圓山,54876,46
2020-05,台北車站,信義安和,53473,47
2020-05,市政府,後山埤,53298,48
2020-05,台北車站,芝山,53166,49
2020-05,新埔,市政府,53108,50
2020-06,台北車站,市政府,146152,1
2020-06,市政府,台北車站,140453,2
2020-06,西門,台北車站,137506,3
2020-06,台北車站,西門,134498,4
2020-06,淡水,台北車站,106858,5
2020-06,台北車站,忠孝復興,95234,6
2020-06,忠孝復興,台北車站,94966,7
2020-06,台北車站,淡水,94135,8
2020-06,劍潭,台北車站,91033,9
2020-06,台北車站,石牌,87355,10
2020-06,台北101/世貿,台北車站,82742,11
2020-06,石牌,台北車站,82688,12
2020-06,台北車站,台北101/世貿,82051,13
2020-06,台北車站,忠孝敦化,81829,14
2020-06,台北車站,劍潭,81103,15
2020-06,忠孝敦化,台北車站,78813,16
2020-06,新埔,BL板橋,78148,17
2020-06,忠孝新生,台北車站,77183,18
2020-06,市政府,忠孝敦化,76121,19
2020-06,公館,台北車站,76106,20
2020-06,中正紀念堂,台北車站,76061,21
2020-06,台北車站,忠孝新生,74894,22
2020-06,忠孝敦化,市政府,74159,23
2020-06,台北車站,頂溪,73866,24
2020-06,台北車站,公館,72696,25
2020-06,台北車站,中正紀念堂,71846,26
2020-06,士林,台北車站,70872,27
2020-06,台北車站,士林,69221,28
2020-06,BL板橋,新埔,69108,29
2020-06,台北車站,中山,67339,30
2020-06,頂溪,台北車站,67335,31
2020-06,市政府,南港,65020,32
2020-06,西門,市政府,64536,33
2020-06,中山,台北車站,64495,34
2020-06,市政府,忠孝復興,64418,35
2020-06,南港展覽館,市政府,63631,36
2020-06,台北車站,新埔,63463,37
2020-06,市政府,西門,63363,38
2020-06,忠孝復興,市政府,62821,39
2020-06,南港,市政府,62716,40
2020-06,台北車站,古亭,61235,41
2020-06,古亭,台北車站,60993,42
2020-06,台北車站,雙連,60249,43
2020-06,台北車站,圓山,60010,44
2020-06,台北車站,芝山,59203,45
2020-06,市政府,南港展覽館,58603,46
2020-06,台北車站,信義安和,58319,47
2020-06,BL板橋,海山,58317,48
2020-06,新埔,台北車站,57904,49
2020-06,圓山,台北車站,57855,50
2020-07,台北車站,市政府,172934,1
2020-07,西門,台北車站,169680,2
2020-07,台北車站,西門,169232,3
2020-07,市政府,台北車站,168097,4
2020-07,台北101/世貿,台北車站,121279,5
2020-07,台北車站,台北101/世貿,121179,6
2020-07,忠孝復興,台北車站,111776,7
2020-07,台北車站,忠孝復興,110575,8
2020-07,淡水,台北車站,107424,9
2020-07,台北車站,淡水,97171,10
2020-07,台北車站,忠孝敦化,96833,11
2020-07,忠孝敦化,台北車站,93656,12
2020-07,台北車站,石牌,93162,13
2020-07,劍潭,台北車站,92828,14
2020-07,忠孝新生,台北車站,92706,15
2020-07,公館,台北車站,91280,16
2020-07,石牌,台北車站,90063,17
2020-07,台北車站,忠孝新生,89349,18
2020-07,市政府,忠孝敦化,88396,19
2020-07,台北車站,公館,86337,20
2020-07,忠孝敦化,市政府,86194,21
2020-07,台北車站,劍潭,84152,22
2020-07,中正紀念堂,台北車站,83271,23
2020-07,新埔,BL板橋,83048,24
2020-07,台北車站,頂溪,81377,25
2020-07,南港展覽館,市政府,81374,26
2020-07,台北車站,中山,80588,27
2020-07,台北車站,中正紀念堂,79067,28
2020-07,中山,台北車站,77311,29
2020-07,台北車站,士林,76850,30
2020-07,西門,市政府,76715,31
2020-07,市政府,西門,76088,32
2020-07,士林,台北車站,75786,33
2020-07,市政府,南港,74936,34
2020-07,頂溪,台北車站,74627,35
2020-07,市政府,忠孝復興,74599,36
2020-07,BL板橋,新埔,73519,37
2020-07,忠孝復興,市政府,73496,38
2020-07,南港,市政府,72220,39
2020-07,市政府,南港展覽館,72019,40
2020-07,台北車站,新埔,70631,41
2020-07,台北車站,雙連,70594,42
2020-07,台北車站,古亭,70086,43
2020-07,古亭,台北車站,69209,44
2020-07,台北車站,圓山,68592,45
2020-07,圓山,台北車站,67093,46
2020-07,台北車站,信義安和,66613,47
2020-07,台北車站,BL板橋,66382,48
2020-07,台北車站,芝山,65721,49
2020-07,雙連,台北車站,65464,50
2020-08,西門,台北車站,186833,1
2020-08,台北車站,西門,182125,2
2020-08,台北車站,市政府,178436,3
2020-08,市政府,台北車站,173514,4
2020-08,台北101/世貿,台北車站,126763,5
2020-08,台北車站,台北101/世貿,125596,6
2020-08,淡水,台北車站,117488,7
2020-08,忠孝復興,台北車站,115353,8
2020-08,台北車站,忠孝復興,114506,9
2020-08,台北車站,淡水,107895,10
2020-08,台北車站,忠孝敦化,98451,11
2020-08,公館,台北車站,95840,12
2020-08,忠孝敦化,台北車站,94704,13
2020-08,台北車站,石牌,94664,14
2020-08,台北車站,公館,93349,15
2020-08,劍潭,台北車站,93175,16
2020-08,忠孝新生,台北車站,92634,17
2020-08,台北車站,忠孝新生,90607,18
2020-08,石牌,台北車站,90416,19
2020-08,市政府,忠孝敦化,86567,20
2020-08,台北車站,頂溪,86428,21
2020-08,中正紀念堂,台北車站,86327,22
2020-08,台北車站,中山,85761,23
2020-08,新埔,BL板橋,85622,24
2020-08,台北車站,劍潭,85563,25
2020-08,忠孝敦化,市政府,84355,26
2020-08,台北車站,中正紀念堂,82320,27
2020-08,中山,台北車站,81741,28
2020-08,台北車站,士林,80663,29
